FINAL Sample NAME,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,Cruise/ Expedition ID,Collection Date (UTC),Collection Date (local),Field Sample Name,Dive No./ Station No./ Cast No.,Rosette position,Sampling method,Preservation,Region,Area within region,Additional Description Sampling Location,Depth (m),Altitude (m),"Latitude      (D° M' S"")","Longitude           (D° M' S"")",Latitude & Longitude (D.D°),Start time  (local),End time (local),Start time (UTC),End time (UTC),Sample volume (ml),Temp (°C),pH,Salinity (ppt),Oxygen (µM),Methane (nmol/L),Other chem,Other chem (units X),Personnel Responsible for Collecting Sample,Field Notes,Extracted,Elution Volume (µl),Extraction Yield (ng/µl),Extraction/PCR Notes,WS & BS Sample Location,Sent for Sequencing,Sequencing completed,Sequencing Notes
E1411.OC0722,1411,,,FALSE,OC0722,OCNMS July 2022,,07/01/22,,TH042,9,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,16,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1412.OC0722,1412,,,FALSE,OC0722,OCNMS July 2022,,07/02/22,,TH042,10,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:14,,,1000,,,,,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1413.OC0722,1413,,,FALSE,OC0722,OCNMS July 2022,,07/04/22,,TH042,11,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,16,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1414.OC0722,1414,,,FALSE,OC0722,OCNMS July 2022,,07/05/22,,TH042,12,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:14,,,812,,,,,,,,Shannon Brown,Minimum flow reached,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1415.OC0722,1415,,,FALSE,OC0722,OCNMS July 2022,,07/07/22,,TH042,13,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,16,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1416.OC0722,1416,,,FALSE,OC0722,OCNMS July 2022,,07/08/22,,TH042,14,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:04,,,216,,,,,,,,Shannon Brown,Minimum flow reached,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1417.OC0722,1417,,,FALSE,OC0722,OCNMS July 2022,,07/10/22,,TH042,15,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,19,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1418.OC0722,1418,,,FALSE,OC0722,OCNMS July 2022,,07/11/22,,TH042,16,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:16,,,1000,,,,,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1419.OC0722,1419,,,FALSE,OC0722,OCNMS July 2022,,07/13/22,,TH042,17,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,21,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1420.OC0722,1420,,,FALSE,OC0722,OCNMS July 2022,,07/14/22,,TH042,18,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:13,,,1000,,,,,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1421.OC0722,1421,,,FALSE,OC0722,OCNMS July 2022,,07/16/22,,TH042,19,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,17,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1422.OC0722,1422,,,FALSE,OC0722,OCNMS July 2022,,07/17/22,,TH042,20,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:08,,,479,,,,,,,,Shannon Brown,Minimum flow reached,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1423.OC0722,1423,,,FALSE,OC0722,OCNMS July 2022,,07/18/22,,TH042,21,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,19,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1424.OC0722,1424,,,FALSE,OC0722,OCNMS July 2022,,07/18/22,,TH042,22,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:01,,,87,,,,,,,,Shannon Brown,Minimum flow reached,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1425.OC0722,1425,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,23,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,18,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1426.OC0722,1426,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,24,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:15,,,1000,,,,,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1427.OC0722,1427,,,FALSE,OC0722,OCNMS July 2022,,06/24/22,,CE042,1,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:11,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1428.OC0722,1428,,,FALSE,OC0722,OCNMS July 2022,,06/24/22,,CE042,2,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:13,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1429.OC0722,1429,,,FALSE,OC0722,OCNMS July 2022,,06/25/22,,CE042,3,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:14,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1430.OC0722,1430,,,FALSE,OC0722,OCNMS July 2022,,06/26/22,,CE042,4,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:14,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1431.OC0722,1431,,,FALSE,OC0722,OCNMS July 2022,,06/28/22,,CE042,5,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:15,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1432.OC0722,1432,,,FALSE,OC0722,OCNMS July 2022,,06/29/22,,CE042,6,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:14,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1433.OC0722,1433,,,FALSE,OC0722,OCNMS July 2022,,07/01/22,,CE042,7,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:14,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1434.OC0722,1434,,,FALSE,OC0722,OCNMS July 2022,,07/02/22,,CE042,8,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:15,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1435.OC0722,1435,,,FALSE,OC0722,OCNMS July 2022,,07/04/22,,CE042,9,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:13,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1436.OC0722,1436,,,FALSE,OC0722,OCNMS July 2022,,07/04/22,,CE042,10,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:45,01:01,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1437.OC0722,1437,,,FALSE,OC0722,OCNMS July 2022,,07/05/22,,CE042,11,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:12,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1438.OC0722,1438,,,FALSE,OC0722,OCNMS July 2022,,07/07/22,,CE042,12,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:16,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1439.OC0722,1439,,,FALSE,OC0722,OCNMS July 2022,,07/08/22,,CE042,13,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:16,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1440.OC0722,1440,,,FALSE,OC0722,OCNMS July 2022,,07/10/22,,CE042,14,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:17,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1441.OC0722,1441,,,FALSE,OC0722,OCNMS July 2022,,07/11/22,,CE042,15,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:17,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1442.OC0722,1442,,,FALSE,OC0722,OCNMS July 2022,,07/11/22,,CE042,16,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:45,13:03,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1443.OC0722,1443,,,FALSE,OC0722,OCNMS July 2022,,07/13/22,,CE042,17,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:15,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1444.OC0722,1444,,,FALSE,OC0722,OCNMS July 2022,,07/14/22,,CE042,18,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:01,,,90,,,,,,,,Shannon Brown,Fixation failure; minimum flow reached (sample failure),FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1445.OC0722,1445,,,FALSE,OC0722,OCNMS July 2022,,07/16/22,,CE042,19,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:01,,,89,,,,,,,,Shannon Brown,Fixation failure; minimum flow reached (sample failure),FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1446.OC0722,1446,,,FALSE,OC0722,OCNMS July 2022,,07/17/22,,CE042,20,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:02,,,131,,,,,,,,Shannon Brown,Fixation failure; minimum flow reached (sample failure),FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1447.OC0722,1447,,,FALSE,OC0722,OCNMS July 2022,,07/18/22,,CE042,21,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:01,,,89,,,,,,,,Shannon Brown,Fixation failure; minimum flow reached (sample failure),FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1448.OC0722,1448,,,FALSE,OC0722,OCNMS July 2022,,07/18/22,,CE042,22,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:16,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1449.OC0722,1449,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,CE042,23,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,00:00,00:16,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1450.OC0722,1450,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,CE042,24,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,8,47˚ 21.009' N,124˚ 29.134' W,,12:00,12:16,,,1000,,,,,,,,Shannon Brown,Fixation failure,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1843.,1843,,,FALSE,,Kotzebue Demo,,,,,,Niskin; Sterivex 0.22µm filter,95% EtOH,Kotzebue,,,,,,,,,,,,,,,,,,,,Matt Galaska,,FALSE,,,,,FALSE,FALSE,
E1844.,1844,,,FALSE,,Kotzebue Demo,,,,,,Niskin; Sterivex 0.22µm filter,95% EtOH,Kotzebue,,,,,,,,,,,,,,,,,,,,Matt Galaska,,FALSE,,,,,FALSE,FALSE,
E1845.OC0623,1845,,,FALSE,OC0623,OCNMS June 2023,,6/15/2023,Sample 11,,11,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.5,,47˚ 52.699' N,124˚ 44.187' W,,14:30,,,,1000,8.0,,33.6,3.67 mg/L,,,,Matt Galaska,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1846.OC0623,1846,,,FALSE,OC0623,OCNMS June 2023,,6/15/2023,Sample 9,,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.2,,47˚ 52.699' N,124˚ 44.187' W,,14:30,,,,1000,7.9,,33.6,3.68 mg/L,,,,Matt Galaska,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1847.OC0623,1847,,,FALSE,OC0623,OCNMS June 2023,,6/15/2023,Sample 5,,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.2,,47˚ 52.699' N,124˚ 44.187' W,,14:30,,,,1000,7.9,,33.6,3.69 mg/L,,,,Matt Galaska,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1848.NC.OC0723,1848,,,TRUE,OC0723,OCNMS June 2023,,,,-,-,Sterivex 0.22µm filter,95% EtOH,,,,,,,,,,,,,1000,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1849.OC0723,1849,,,FALSE,OC0723,OCNMS July 2023,,6/16/2023,PPS Port 1,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1000,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1850.OC0723,1850,,,FALSE,OC0723,OCNMS July 2023,,6/17/2023,PPS Port 2,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1851.OC0723,1851,,,FALSE,OC0723,OCNMS July 2023,,6/19/2023,PPS Port 3,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1852.OC0723,1852,,,FALSE,OC0723,OCNMS July 2023,,6/20/2023,PPS Port 4,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1853.OC0723,1853,,,FALSE,OC0723,OCNMS July 2023,,6/22/2023,PPS Port 5,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1854.OC0723,1854,,,FALSE,OC0723,OCNMS July 2023,,6/23/2023,PPS Port 6,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:19,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1855.OC0723,1855,,,FALSE,OC0723,OCNMS July 2023,,6/25/2023,PPS Port 7,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:19,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1856.OC0723,1856,,,FALSE,OC0723,OCNMS July 2023,,6/26/2023,PPS Port 8,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:19,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1857.OC0723,1857,,,FALSE,OC0723,OCNMS July 2023,,6/29/2023,PPS Port 9,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1858.OC0723,1858,,,FALSE,OC0723,OCNMS July 2023,,6/30/2023,PPS Port 10,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1859.OC0723,1859,,,FALSE,OC0723,OCNMS July 2023,,07/01/2023,PPS Port 11,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1860.OC0723,1860,,,FALSE,OC0723,OCNMS July 2023,,07/02/2023,PPS Port 12,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1861.OC0723,1861,,,FALSE,OC0723,OCNMS July 2023,,07/04/2023,PPS Port 13,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1862.OC0723,1862,,,FALSE,OC0723,OCNMS July 2023,,07/05/2023,PPS Port 14,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1863.OC0723,1863,,,FALSE,OC0723,OCNMS July 2023,,07/07/2023,PPS Port 15,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1864.OC0723,1864,,,FALSE,OC0723,OCNMS July 2023,,07/08/2023,PPS Port 16,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1865.OC0723,1865,,,FALSE,OC0723,OCNMS July 2023,,7/10/2023,PPS Port 17,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1000,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1866.OC0723,1866,,,FALSE,OC0723,OCNMS July 2023,,7/11/2023,PPS Port 18,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1867.OC0723,1867,,,FALSE,OC0723,OCNMS July 2023,,7/13/2023,PPS Port 19,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1868.OC0723,1868,,,FALSE,OC0723,OCNMS July 2023,,7/14/2023,PPS Port 20,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:19,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1869.OC0723,1869,,,FALSE,OC0723,OCNMS July 2023,,7/16/2023,PPS Port 21,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:19,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1870.OC0723,1870,,,FALSE,OC0723,OCNMS July 2023,,7/17/2023,PPS Port 22,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:19,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1871.OC0723,1871,,,FALSE,OC0723,OCNMS July 2023,,7/19/2023,PPS Port 23,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,00:01,00:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
